"";"pred";"obs"
"1";0,658560752868652;0,66301233743646
"2";0,656033992767334;0,733773532671572
"3";0,800489604473114;0,967484738195708
"4";0,260941684246063;0,337361413662923
"5";0,381258338689804;0,472156483671521
"6";0,496453702449799;0,442008245720898
"7";0,454400688409805;0,509779506908671
"8";0,610798299312592;0,54690421195725
"9";0,526440739631653;0,524106179746012
"10";0,379124820232391;0,418961004583556
"11";0,764900684356689;0,824342863444447
"12";0,394298106431961;0,384701629119263
"13";0,279941141605377;0,313940471258016
"14";0,10754431784153;0,112495331070022
"15";0,171649128198624;0,149246297477172
"16";0,363421112298965;0,289398275554959
"17";0,263056427240372;0,266724810432909
"18";0,280156910419464;0,382210025718451
"19";0,219136416912079;0,212034389237184
"20";0,393841683864594;0,369253765273546
"21";0,229847893118858;0,31257008378149
"22";0,54145747423172;0,483617826924575
"23";0,149843603372574;0,158714343060031
"24";0,64424741268158;0,638470204023177
"25";0,464427351951599;0,443254028734372
"26";0,380449026823044;0,370997903849456
"27";0,807255804538727;0,741995770325047
"28";0,181344106793404;0,249408253380049
"29";0,839022934436798;0,654914704246037
"30";0,537102401256561;0,542045609618677
"31";0,78344714641571;0,708483897059522
"32";0,426249742507935;0,448486394630283
"33";0,249580636620522;0,281425196995769
"34";0,267055183649063;0,244674218130665
"35";0,171222269535065;0,0773638987757294
"36";0,17413829267025;0,185498933237796
"37";0,293559163808823;0,318799061138634
"38";0,245122000575066;0,287654174352913
"39";0,850943267345428;0,815622332518309
"40";0,187454506754875;0,232216263416376
"41";0,616914331912994;0,757568213717908
"42";0,455894112586975;0,464432564206617
"43";0,470670908689499;0,471159872210287
"44";0,460229247808456;0,431169800203558
"45";0,34096160531044;0,366388448147214
"46";0,836455881595612;0,851750326442016
"47";0,205305963754654;0,168680706831461
"48";0,344658017158508;0,267970605904338
"49";0,447119921445847;0,427432413789272
"50";0,326328963041306;0,467297881332948
"51";0,481011480093002;0,361529845808642
"52";0,276669412851334;0,25551265119005
"53";0,653908967971802;0,816494389348309
"54";0,405448973178864;0,332129072682922
"55";0,101472042500973;0,0713840805128711
"56";0,422501921653748;0,56658779286378
"57";0,699755728244781;0,596860635277454
"58";0,47562500834465;0,38308213238027
"59";0,220766976475716;0,216270106297997
"60";0,602640926837921;0,630746234726454
"61";0,441220968961716;0,429425686543558
"62";0,718817830085754;0,989410763408765
"63";0,503706336021423;0,417590617107029
"64";0,693365871906281;0,525601109395817
"65";0,867662727832794;0,933972902304047
"66";0,860975384712219;0,880279055195691
"67";0,150438725948334;0,155350695287173
"68";0,784947097301483;0,683941713814419
"69";0,429415345191956;0,452223768586614
"70";0,495057612657547;0,502927644273767
"71";0,118238210678101;0,0916905466971607
"72";0,769441962242126;0,805032996263436
"73";0,15807868540287;0,206552889162897
"74";0,351314723491669;0,346206573968022
"75";0,382181316614151;0,529961381087863
"76";0,609752416610718;0,54690421195725
"77";0,204039186239243;0,298118856312915
"78";0,487493544816971;0,450105891369276
"79";0,542539119720459;0,577301596544203
"80";0,110232852399349;0,0645322054200126
"81";0,509812474250793;0,460570573329278
"82";0,417344063520432;0,450604222015802
"83";0,370798945426941;0,321041492987206
"84";0,261248499155045;0,343839550114353
"85";0,366317212581635;0,390681447382122
"86";0,116050325334072;0,113865706088594
"87";0,425883889198303;0,511523608110717
"88";0,395931780338287;0,464183392654376
"89";0,556593477725983;0,600224233218493
"90";0,363978803157806;0,365267232222928
"91";0,578961670398712;0,552011960932153
"92";0,157107353210449;0,135667126838598
"93";0,166913166642189;0,143141899667171
"94";0,13175143301487;0,184876047960036
"95";0,385589092969894;0,389684835920888
"96";0,419868171215057;0,43403511732989
"97";0,159607842564583;0,158340604418602
"98";0,43814691901207;0,391553491754167
"99";0,230524718761444;0,240064787344333
"100";0,550057053565979;0,513766052417243
"101";0,477287858724594;0,457954415297232
"102";0,466268420219421;0,374610723174554
"103";0,616093993186951;0,535318301615007
"104";0,17663511633873;0,120219262992881
"105";0,499153047800064;0,561480043888876
"106";0,565341889858246;0,667372658960325
"107";0,38197323679924;0,345708243321496
"108";0,244728446006775;0,318176175860874
"109";0,431022495031357;0,443876914012132
"110";0,312712818384171;0,334246924984351
"111";0,302681803703308;0,298741741590675
"112";0,301437228918076;0,341223367166398
"113";0,647953033447266;0,55923759958235
"114";0,235253229737282;0,230970492860857
"115";0,420599848031998;0,423819594464173
"116";0,775619506835938;0,821851309875453
"117";0,212682723999023;0,221128696178615
"118";0,443247586488724;0,483742381555809
"119";0,42213186621666;0,423819594464173
"120";0,0591054186224937;0,0492089211214382
"121";0,428951412439346;0,361529845808642
"122";0,190734222531319;0,125077865331453
"123";0,536740243434906;0,462065515437038
"124";0,0794466063380241;0,0566836939500111
"125";0,317693561315536;0,29550267336496
"126";0,603425920009613;0,618288280012166
"127";0,200346559286118;0,189485503662277
"128";0,778973698616028;0,894979441758551
"129";0,358307868242264;0,296623889289246
"130";0,354747891426086;0,305593641599443
"131";0,146792531013489;0,126323660802882
"132";0,250571519136429;0,293509400610674
"133";0,275387346744537;0,349570196824971
"134";0,197567537426949;0,196835672027798
"135";0,344695091247559;0,267970605904338
"136";0,246716156601906;0,242307231650859
"137";0,546845853328705;0,497072393100097
"138";0,484602272510529;0,462563846083564
"139";0,166445881128311;0,0631618304014409
"140";0,627132594585419;0,624268098275024
"141";0,584388196468353;0,624018926722784
"142";0,565341889858246;0,667372658960325
"143";0,447869926691055;0,387068677888842
"144";0,692984580993652;0,525601109395817
"145";0,483961135149002;0,48012956223071
"146";0,614800155162811;0,60682698659093
"147";0,218181118369102;0,210165708487996
"148";0,256735026836395;0,256883038666576
"149";0,330754220485687;0,31693036793149
"150";0,679536879062653;0,676466953443801
"151";0,690228581428528;0,721938463235043
"152";0,433441430330276;0,327644196527824
"153";0,426636189222336;0,382334630181503
"154";0,809833586215973;0,772019491018301
"155";0,540320694446564;0,380216752964165
"156";0,598281621932983;0,707113509582995
"157";0,346655070781708;0,268593491182098
