"";"pred";"obs"
"1";0,235533758997917;0,162077990832889
"2";0,903749167919159;0,958888811732623
"3";0,366665989160538;0,391179778028648
"4";0,274960994720459;0,316556629290062
"5";0,154257833957672;0,0939329785457326
"6";0,468043506145477;0,471782757488047
"7";0,251960605382919;0,256633867114336
"8";0,374015063047409;0,327644196527824
"9";0,280029624700546;0,260246661523525
"10";0,594966292381287;0,440887029796612
"11";0,359450817108154;0,357418720752927
"12";0,501250743865967;0,659399518111362
"13";0,585718929767609;0,520867074146433
"14";0,302233904600143;0,362401902638642
"15";0,4230677485466;0,387068677888842
"16";0,521564662456512;0,515385598988055
"17";0,375257164239883;0,431792735313136
"18";0,668264091014862;0,74324160317034
"19";0,508785963058472;0,58390434991664
"20";0,34606796503067;0,492836676039284
"21";0,272185474634171;0,266724810432909
"22";0,544121742248535;0,482371994079282
"23";0,641567647457123;0,602591281988072
"24";0,293036133050919;0,435280937717228
"25";0,370768517255783;0,283667628844341
"26";0,528818786144257;0,480877051971522
"27";0,394481748342514;0,502180142075001
"28";0,165027365088463;0,0908184898671606
"29";0,193048790097237;0,0923134444328752
"30";0,173497781157494;0,186246435436562
"31";0,357330173254013;0,360533209431499
"32";0,527261793613434;0,423196709186414
"33";0,323282778263092;0,280553140165769
"34";0,842712044715881;0,772019491018301
"35";0,291645735502243;0,176529218301463
"36";0,17170025408268;0,1478759224586
"37";0,942825078964233;1
"38";0,368405997753143;0,274822468539242
"39";0,680710673332214;0,809517872418534
"40";0,457527488470078;0,393795936060694
"41";0,398080229759216;0,332129072682922
"42";0,159601598978043;0,167185752265747
"43";0,312533766031265;0,267347720626578
"44";0,278265655040741;0,361529845808642
"45";0,196109905838966;0,181263228634938
"46";0,22329518198967;0,16643827498289
"47";0,191937491297722;0,258502560321479
"48";0,273522585630417;0,320044856610062
"49";0,430043011903763;0,377476040300886
"50";0,408917337656021;0,464806277932136
"51";0,270981252193451;0,229226366742902
"52";0,583020508289337;0,666500602130325
"53";0,519608080387115;0,378597256225171
"54";0,393300831317902;0,373738666344554
"55";0,53832221031189;0,618911165289926
"56";0,270593971014023;0,480005007599477
"57";0,200236320495605;0,173539309170034
"58";0,841502368450165;0,80067272457139
"59";0,507384955883026;0,410738754472125
"60";0,404168426990509;0,381587140440691
"61";0,529127240180969;0,441883641257846
"62";0,668809831142426;0,486358539587855
"63";0,400375455617905;0,410863358935178
"64";0,375147491693497;0,384452470024977
"65";0,240547642111778;0,294506036987817
"66";0,647220313549042;0,743989043079333
"67";0,421218395233154;0,436402166099468
"68";0,881958365440369;0,783231575513431
"69";0,285461395978928;0,380839700531698
"70";0,305691719055176;0,291391548309245
"71";0,45382621884346;0,387068677888842
"72";0,425091832876205;0,385947449506601
"73";0,625991523265839;0,619284941305218
"74";0,120647415518761;0,105394296882878
"75";0,423387080430984;0,304098674575774
"76";0,417817890644073;0,268095185451481
"77";0,374170273542404;0,380590528979458
"78";0,847848415374756;0,794443747214246
"79";0,56281191110611;0,511399053479483
"80";0,686121225357056;0,701133703778091
"81";0,312183886766434;0,152111627061458
"82";0,531464099884033;0,59100537164583
"83";0,496220797300339;0,495951164717856
"84";0,44002577662468;0,288775390277199
"85";0,517588973045349;0,465553780130903
"86";0,665531814098358;0,677837340920327
"87";0,124225430190563;0,100411114997162
"88";0,495842278003693;0,482994879357042
"89";0,896995007991791;0,884141083446894
"90";0,526834428310394;0,615422962885834
"91";0,40802851319313;0,540301508416632
"92";0,42477485537529;0,385822845043549
"93";0,485019952058792;0,547153371051535
"94";0,871009469032288;0,933972902304047
